epoch;accuracy;s;s_temp
136;0.9376;5;4
137;0.867;5;6
138;0.7114;5;6
139;0.8186;5;4
140;0.837;5;6
141;0.872;6;6
142;0.9718;6;5
143;0.8374;6;7
144;1;5;5
145;0.8422;5;4
146;0.9262;5;6
147;0.8508;5;6
148;0.943;5;4
149;0.7784;5;6
150;0.9394;4;4
151;0.7866;4;3
152;0.9572;4;5
153;0.8916;5;5
154;0.8444;5;4
155;0.9212;5;6
156;0.8348;6;6
157;0.857;6;5
158;0.8182;6;7
159;0.9506;5;5
160;0.9892;5;4
161;0.8544;5;6
162;0.9688;4;4
163;0.7658;4;3
164;1;4;5
165;0.9674;5;5
166;0.983;5;4
167;0.902;5;6
168;1;4;4
169;0.862;4;3
170;0.972;4;5
171;0.9542;4;5
172;0.911;4;3
173;0.983;4;5
174;0.94;5;5
175;0.9366;5;4
176;0.94;5;6
177;0.8876;5;6
178;1;5;4
179;0.825;5;6
180;1;4;4
181;0.829;4;3
182;0.995;4;5
183;0.8818;4;5
184;0.807;4;3
185;0.7326;4;5
186;0.8636;4;5
187;0.8544;4;3
188;0.8608;4;5
189;0.8402;4;5
190;0.953;4;3
191;0.8908;4;5
192;0.7142;3;3
193;0.5034;3;2
194;1;3;4
195;0.9566;4;4
196;0.9042;4;3
197;0.9246;4;5
198;0.9444;4;5
199;0.9324;4;3
200;0.9878;4;5
201;1;5;5
202;0.9504;5;4
203;0.8996;5;6
204;0.8748;5;6
205;0.8864;5;4
206;0.8526;5;6
207;0.801;4;4
208;0.8556;4;3
209;0.9642;4;5
210;1;5;5
211;0.9576;5;4
212;0.7708;5;6
213;0.8104;5;6
214;1;5;4
215;0.6994;5;6
216;0.9322;4;4
217;0.866;4;3
218;0.9842;4;5
219;0.9618;5;5
220;0.981;5;4
221;1;5;6
222;0.9168;6;6
223;0.9702;6;5
224;0.8104;6;7
225;0.9786;5;5
226;0.9962;5;4
227;0.8402;5;6
228;0.9176;4;4
229;0.6414;4;3
230;0.9948;4;5
231;0.8994;5;5
232;0.9778;5;4
233;0.8004;5;6
234;0.8626;4;4
235;0.6174;4;3
236;0.8638;4;5
237;0.9852;5;5
238;0.9884;5;4
239;0.8378;5;6
240;0.9218;4;4
241;0.953;4;3
242;0.9106;4;5
243;0.812;3;3
244;0.4884;3;2
245;0.8422;3;4
246;0.9092;4;4
247;0.945;4;3
248;0.9188;4;5
249;0.71;3;3
250;0.5074;3;2
251;0.9104;3;4
252;0.9382;4;4
253;0.9264;4;3
254;0.9848;4;5
255;1;5;5
256;0.9696;5;4
257;0.7672;5;6
258;0.8738;5;6
259;0.8494;5;4
260;0.9584;5;6
261;0.7892;6;6
262;1;6;5
263;0.9064;6;7
264;0.9676;5;5
265;0.9648;5;4
266;0.7416;5;6
267;0.7626;5;6
268;0.827;5;4
269;0.733;5;6
270;0.859;4;4
271;0.7878;4;3
272;0.7338;4;5
273;0.855;4;5
274;0.8798;4;3
275;0.9546;4;5
276;0.9464;5;5
277;0.8768;5;4
278;0.8782;5;6
279;0.7204;5;6
280;0.827;5;4
281;0.6928;5;6
282;0.719;4;4
283;0.9124;4;3
284;0.862;4;5
285;0.8622;3;3
286;0.5482;3;2
287;0.7766;3;4
288;0.9368;3;4
289;0.506;3;2
290;0.7602;3;4
291;0.8656;3;4
292;0.5382;3;2
293;0.9238;3;4
294;0.8876;4;4
295;0.8426;4;3
296;0.9028;4;5
297;0.9446;5;5
298;0.926;5;4
299;0.9012;5;6
300;0.7422;5;6
301;0.9316;5;4
302;0.8934;5;6
303;0.9238;4;4
304;0.8186;4;3
305;0.8338;4;5
306;0.981;4;5
307;0.7516;4;3
308;0.9236;4;5
309;0.9346;4;5
310;0.6648;4;3
311;0.919;4;5
312;0.9398;4;5
313;0.7896;4;3
314;0.827;4;5
315;0.9836;4;5
316;0.9634;4;3
317;0.9764;4;5
318;0.9848;4;5
319;0.8396;4;3
320;0.8602;4;5
321;0.9928;4;5
322;0.8186;4;3
323;0.8566;4;5
324;0.8724;4;5
325;0.9074;4;3
326;0.9512;4;5
327;0.9916;5;5
328;0.9468;5;4
329;0.96;5;6
330;0.7332;5;6
331;0.8578;5;4
332;0.8726;5;6
333;0.7312;6;6
334;0.8466;6;5
335;0.74;6;7
336;0.9276;5;5
337;0.967;5;4
338;0.8844;5;6
339;0.9638;4;4
340;0.9382;4;3
341;0.988;4;5
342;0.9674;5;5
343;0.9826;5;4
344;0.794;5;6
345;0.9332;4;4
346;0.945;4;3
347;0.8592;4;5
348;0.8186;3;3
349;0.5182;3;2
350;0.7076;3;4
351;0.8752;3;4
352;0.449;3;2
353;0.7458;3;4
354;0.7018;3;4
355;0.5098;3;2
356;0.766;3;4
357;0.8762;4;4
358;0.7196;4;3
359;0.7406;4;5
360;0.7826;4;5
361;0.592;4;3
362;0.8054;4;5
363;0.6714;5;5
364;0.6708;5;4
365;0.706;5;6
366;0.7596;6;6
367;0.7734;6;5
368;0.737;6;7
369;1;5;5
370;0.9968;5;4
371;0.8612;5;6
372;0.886;5;6
373;0.9064;5;4
374;0.6952;5;6
375;0.8324;4;4
376;0.723;4;3
377;0.7408;4;5
378;0.9076;4;5
379;0.9124;4;3
380;0.9112;4;5
381;0.6344;3;3
382;0.4946;3;2
383;0.7154;3;4
384;0.8122;4;4
385;0.814;4;3
386;0.8276;4;5
387;0.7516;5;5
388;0.9768;5;4
389;0.7704;5;6
390;0.7706;4;4
391;0.7532;4;3
392;0.9148;4;5
393;0.8584;5;5
394;0.9284;5;4
395;0.7444;5;6
396;0.906;4;4
397;0.6848;4;3
398;0.8964;4;5
399;0.8638;4;5
400;0.9502;4;3
401;0.9316;4;5
402;0.8412;3;3
403;0.5266;3;2
404;0.7144;3;4
405;0.8398;3;4
406;0.5234;3;2
407;0.866;3;4
408;0.7132;4;4
409;0.7606;4;3
410;0.9728;4;5
411;0.9418;5;5
412;0.9532;5;4
413;0.807;5;6
414;1;4;4
415;0.7872;4;3
416;0.9882;4;5
417;1;4;5
418;0.7524;4;3
419;0.9738;4;5
420;1;4;5
421;0.8432;4;3
422;0.9304;4;5
423;0.9758;4;5
424;0.7446;4;3
425;1;4;5
426;0.904;5;5
427;0.957;5;4
428;0.903;5;6
429;0.8878;4;4
430;0.8386;4;3
431;1;4;5
432;0.985;5;5
433;0.9912;5;4
434;0.8758;5;6
435;0.9122;4;4
436;0.9352;4;3
437;0.703;4;5
438;0.7342;3;3
439;0.5026;3;2
440;0.8654;3;4
441;0.8224;4;4
442;0.831;4;3
443;0.932;4;5
444;0.8906;5;5
445;0.9394;5;4
446;0.8682;5;6
447;0.9556;4;4
448;0.8704;4;3
449;0.9502;4;5
450;0.8558;4;5
451;0.8324;4;3
452;0.891;4;5
453;0.964;5;5
454;0.9284;5;4
455;0.6892;5;6
456;0.8438;5;6
457;0.8176;5;4
458;0.8382;5;6
459;0.779;5;6
460;0.9508;5;4
461;0.7898;5;6
462;0.9166;4;4
463;0.7584;4;3
464;0.9724;4;5
465;0.9958;5;5
466;0.9732;5;4
467;0.8486;5;6
468;0.8228;5;6
469;0.9728;5;4
470;0.8612;5;6
471;0.8496;4;4
472;0.7462;4;3
473;0.9778;4;5
474;0.8916;5;5
475;0.8624;5;4
476;0.893;5;6
477;0.8564;6;6
478;1;6;5
479;0.8138;6;7
480;0.9608;5;5
481;0.9642;5;4
482;0.8294;5;6
483;0.9468;4;4
484;0.7426;4;3
485;0.931;4;5
486;0.903;4;5
487;0.7806;4;3
488;0.9034;4;5
489;1;5;5
490;0.9914;5;4
491;0.861;5;6
492;0.7796;5;6
493;0.8248;5;4
494;0.944;5;6
495;0.9872;6;6
496;0.9832;6;5
497;0.9458;6;7
498;0.6394;6;7
499;0.9768;6;5
500;0.858;6;7
501;0.9912;5;5
502;0.9946;5;4
503;0.9012;5;6
504;0.9724;4;4
505;0.7638;4;3
506;0.9702;4;5
507;0.9398;4;5
508;0.8098;4;3
509;1;4;5
510;0.8878;5;5
511;1;5;4
512;0.887;5;6
513;0.9678;4;4
514;0.977;4;3
515;1;4;5
516;0.906;5;5
517;1;5;4
518;0.8582;5;6
519;0.9618;4;4
520;0.7306;4;3
521;0.9496;4;5
522;1;4;5
523;0.8408;4;3
524;0.9116;4;5
525;1;4;5
526;0.9726;4;3
527;0.8164;4;5
528;0.8936;4;5
529;0.8708;4;3
530;0.9014;4;5
531;1;5;5
532;0.985;5;4
533;0.7982;5;6
534;0.9084;5;6
535;0.8996;5;4
536;0.7924;5;6
537;0.9186;5;6
538;0.9256;5;4
539;0.7372;5;6
540;1;4;4
541;0.7002;4;3
542;0.9746;4;5
543;0.9856;4;5
544;0.9524;4;3
545;1;4;5
546;0.9638;5;5
547;0.9862;5;4
548;0.773;5;6
549;0.9344;4;4
550;0.8358;4;3
551;0.9246;4;5
552;0.9554;4;5
553;0.955;4;3
554;0.9624;4;5
555;0.9542;5;5
556;0.9306;5;4
557;0.8004;5;6
558;0.901;5;6
559;0.9718;5;4
560;0.8194;5;6
561;0.8814;4;4
562;0.992;4;3
563;0.9914;4;5
564;0.972;3;3
565;0.5152;3;2
566;0.8958;3;4
567;0.9514;3;4
568;0.4978;3;2
569;0.8862;3;4
570;0.9776;3;4
571;0.5;3;2
572;0.8206;3;4
573;0.892;3;4
574;0.53;3;2
575;0.816;3;4
576;0.8552;3;4
577;0.4954;3;2
578;0.7334;3;4
579;0.89;3;4
580;0.5424;3;2
581;0.785;3;4
582;0.8468;3;4
583;0.4898;3;2
584;0.7358;3;4
585;0.8764;3;4
586;0.544;3;2
587;0.81;3;4
588;0.9498;3;4
589;0.4688;3;2
590;0.868;3;4
591;0.8354;3;4
592;0.4914;3;2
593;0.8604;3;4
594;0.8372;4;4
595;0.9662;4;3
596;0.9666;4;5
597;0.96;5;5
598;0.984;5;4
599;0.866;5;6
600;0.919;4;4
601;0.837;4;3
602;0.9782;4;5
603;0.92;5;5
604;0.9752;5;4
605;0.874;5;6
606;0.9832;4;4
607;0.8494;4;3
608;0.8176;4;5
609;0.9372;4;5
610;0.9388;4;3
611;0.985;4;5
612;0.8746;5;5
613;1;5;4
614;0.725;5;6
615;0.947;4;4
616;1;4;3
617;1;4;5
618;0.9814;5;5
619;0.991;5;4
620;0.8244;5;6
621;0.873;4;4
622;0.9826;4;3
623;0.9026;4;5
624;0.6552;3;3
625;0.4532;3;2
626;1;3;4
627;0.9294;4;4
628;0.6788;4;3
629;0.9474;4;5
630;0.786;5;5
631;0.8342;5;4
632;0.8516;5;6
633;0.799;6;6
634;0.964;6;5
635;0.7416;6;7
636;0.792;5;5
637;0.9424;5;4
638;0.8274;5;6
639;0.9508;4;4
640;0.6882;4;3
641;0.9312;4;5
642;0.9722;4;5
643;0.7708;4;3
644;0.8984;4;5
645;0.9192;4;5
646;0.8548;4;3
647;0.8714;4;5
648;0.9404;4;5
649;0.8084;4;3
650;0.8746;4;5
651;0.9502;4;5
652;0.734;4;3
653;0.785;4;5
654;0.9016;4;5
655;0.803;4;3
656;0.936;4;5
657;0.9248;5;5
658;0.9676;5;4
659;0.8506;5;6
660;0.9242;4;4
661;0.7352;4;3
662;0.891;4;5
663;0.9076;4;5
664;0.8282;4;3
665;0.9702;4;5
666;0.9828;5;5
667;0.9224;5;4
668;0.7516;5;6
669;0.8134;5;6
670;0.961;5;4
671;0.8404;5;6
672;0.966;4;4
673;0.7672;4;3
674;0.8484;4;5
675;0.9674;4;5
676;0.8284;4;3
677;1;4;5
678;0.939;5;5
679;0.9702;5;4
680;0.8256;5;6
681;0.991;4;4
682;0.9764;4;3
683;0.9924;4;5
684;0.974;5;5
685;0.9266;5;4
686;0.7596;5;6
687;0.759;5;6
688;0.9346;5;4
689;0.931;5;6
690;0.9712;4;4
691;0.7854;4;3
692;0.9316;4;5
693;0.9392;4;5
694;0.8442;4;3
695;0.9776;4;5
696;0.983;5;5
697;0.9676;5;4
698;0.801;5;6
699;0.7576;5;6
700;0.9666;5;4
701;0.763;5;6
702;0.765;4;4
703;0.6616;4;3
704;0.6788;4;5
705;0.846;4;5
706;0.7154;4;3
707;0.8898;4;5
708;0.8098;5;5
709;0.806;5;4
710;0.7368;5;6
711;0.7292;5;6
712;0.8664;5;4
713;0.788;5;6
714;0.8802;4;4
715;0.786;4;3
716;0.9328;4;5
717;0.966;5;5
718;0.9888;5;4
719;0.8868;5;6
720;0.8076;4;4
721;0.8434;4;3
722;0.9764;4;5
723;0.8316;5;5
724;0.8784;5;4
725;0.9028;5;6
726;0.6854;6;6
727;0.9684;6;5
728;0.8886;6;7
729;0.9146;5;5
730;0.9482;5;4
731;0.7314;5;6
732;0.9096;4;4
733;0.7826;4;3
734;0.9408;4;5
735;0.9784;5;5
736;1;5;4
737;0.8758;5;6
738;0.8934;4;4
739;0.7792;4;3
740;0.9036;4;5
741;0.8512;5;5
742;0.877;5;4
743;0.7546;5;6
744;0.8706;4;4
745;0.794;4;3
746;0.7812;4;5
747;0.9028;4;5
748;0.6844;4;3
749;0.7102;4;5
750;0.941;4;5
751;0.8394;4;3
752;0.9362;4;5
753;0.8962;4;5
754;0.8556;4;3
755;1;4;5
756;0.9596;5;5
757;0.9586;5;4
758;0.7784;5;6
759;0.7722;5;6
760;0.8968;5;4
761;0.8576;5;6
762;0.9888;4;4
763;0.9012;4;3
764;0.9124;4;5
765;0.9952;4;5
766;0.743;4;3
767;0.8442;4;5
768;0.9494;4;5
769;0.8926;4;3
770;0.8616;4;5
771;0.9926;4;5
772;0.7674;4;3
773;0.963;4;5
774;0.9478;4;5
775;0.8286;4;3
776;0.8548;4;5
777;0.9732;4;5
778;0.8976;4;3
779;0.9334;4;5
780;0.96;4;5
781;0.9528;4;3
782;0.9394;4;5
783;1;4;5
784;0.7584;4;3
785;0.8844;4;5
786;0.9122;4;5
787;0.808;4;3
788;0.948;4;5
789;0.9924;5;5
790;0.942;5;4
791;0.7306;5;6
792;0.965;5;6
793;0.9936;5;4
794;0.804;5;6
795;0.848;4;4
796;0.9696;4;3
797;1;4;5
798;1;5;5
799;1;5;4
800;0.7002;5;6
801;0.8512;5;6
802;0.98;5;4
803;0.6758;5;6
804;0.7712;4;4
805;0.75;4;3
806;0.7312;4;5
807;0.922;4;5
808;0.848;4;3
809;0.9518;4;5
810;0.9298;5;5
811;0.9868;5;4
812;0.8346;5;6
813;0.8882;4;4
814;0.7162;4;3
815;0.8114;4;5
816;0.9096;4;5
817;0.9038;4;3
818;1;4;5
819;0.965;5;5
820;0.7896;5;4
821;0.7648;5;6
822;0.8752;5;6
823;0.9916;5;4
824;0.7652;5;6
825;0.9046;4;4
826;0.7532;4;3
827;0.8492;4;5
828;0.8592;4;5
829;0.9872;4;3
830;1;4;5
831;0.9792;5;5
832;0.9956;5;4
833;0.892;5;6
834;0.764;4;4
835;0.7548;4;3
836;0.9394;4;5
837;0.8078;5;5
838;0.9;5;4
839;0.6538;5;6
840;0.8904;4;4
841;0.7466;4;3
842;0.9276;4;5
843;0.754;5;5
844;0.9524;5;4
845;0.7846;5;6
846;0.8746;4;4
847;0.79;4;3
848;0.9842;4;5
849;0.6792;5;5
850;0.9512;5;4
851;0.7474;5;6
852;0.9816;4;4
853;0.8718;4;3
854;0.8864;4;5
855;0.9724;4;5
856;0.9532;4;3
857;1;4;5
858;0.975;5;5
859;0.9814;5;4
860;0.9314;5;6
861;0.89;4;4
862;0.7138;4;3
863;0.9686;4;5
864;0.8738;5;5
865;1;5;4
866;0.7788;5;6
867;0.7818;4;4
868;0.905;4;3
869;1;4;5
870;0.9046;5;5
871;0.9788;5;4
872;0.9068;5;6
873;0.996;4;4
874;0.8214;4;3
875;0.9378;4;5
876;1;4;5
877;0.7434;4;3
878;0.9172;4;5
879;0.901;4;5
880;0.9534;4;3
881;0.8552;4;5
882;0.9146;3;3
883;0.4814;3;2
884;0.9606;3;4
885;0.9754;4;4
886;0.6962;4;3
887;0.9474;4;5
888;0.9164;4;5
889;0.9138;4;3
890;0.9852;4;5
891;0.851;5;5
892;0.9656;5;4
893;0.724;5;6
894;0.9744;4;4
895;0.816;4;3
896;1;4;5
897;0.968;5;5
898;0.9832;5;4
899;0.6992;5;6
900;0.861;4;4
901;0.8312;4;3
902;0.9108;4;5
903;0.9692;5;5
904;0.86;5;4
905;0.9332;5;6
906;0.7734;5;6
907;0.9402;5;4
908;0.749;5;6
909;0.9578;4;4
910;0.7868;4;3
911;0.943;4;5
912;0.8312;4;5
913;0.8184;4;3
914;0.9758;4;5
915;0.9768;5;5
916;1;5;4
917;0.8212;5;6
918;0.8644;4;4
919;0.865;4;3
920;0.836;4;5
921;0.766;3;3
922;0.5174;3;2
923;0.7854;3;4
924;0.7774;4;4
925;0.7414;4;3
926;0.8918;4;5
927;0.872;5;5
928;0.7214;5;4
929;0.8484;5;6
930;0.9092;5;6
931;0.9598;5;4
932;0.8382;5;6
933;1;4;4
934;0.8116;4;3
935;1;4;5
936;0.9728;4;5
937;0.823;4;3
938;0.962;4;5
939;0.8766;4;5
940;0.8936;4;3
941;0.9902;4;5
942;0.9302;5;5
943;1;5;4
944;0.9174;5;6
945;0.944;4;4
946;0.7402;4;3
947;0.9556;4;5
948;0.9486;5;5
949;0.936;5;4
950;0.9258;5;6
951;0.8866;5;6
952;0.8748;5;4
953;0.8846;5;6
954;0.8534;5;6
955;0.9112;5;4
956;0.7938;5;6
957;0.8938;4;4
958;0.8292;4;3
959;0.9022;4;5
960;0.977;5;5
961;0.9676;5;4
962;0.8232;5;6
963;0.8576;5;6
964;0.8988;5;4
965;0.8058;5;6
966;1;4;4
967;0.77;4;3
968;0.9396;4;5
969;0.9856;4;5
970;0.9344;4;3
971;0.9062;4;5
972;0.9792;4;5
973;0.9068;4;3
974;0.9678;4;5
975;0.9022;4;5
976;0.9482;4;3
977;0.9114;4;5
978;0.781;3;3
979;0.2978;3;2
980;0.8676;3;4
981;0.8422;4;4
982;0.7724;4;3
983;0.9228;4;5
984;0.9242;5;5
985;0.8854;5;4
986;0.7264;5;6
987;0.859;5;6
988;0.9736;5;4
989;0.7498;5;6
990;0.801;4;4
991;0.788;4;3
992;0.956;4;5
993;0.9288;5;5
994;0.8884;5;4
995;0.7394;5;6
996;0.9182;5;6
997;1;5;4
998;0.87;5;6
999;0.9714;4;4
