epoch;accuracy;s;s_temp
191;0.909;4;4.5
192;1;3.5;3.5
193;0.8578;3.5;3
194;0.9724;3.5;4
195;0.9904;3.5;4
196;0.804;3.5;3
197;0.9712;3.5;4
198;1;3.5;4
199;0.8618;3.5;3
200;1;3.5;4
201;0.9556;3.5;4
202;0.8098;3.5;3
203;0.9736;3.5;4
204;0.9844;4;4
205;1;4;3.5
206;0.99;4;4.5
207;1;3.5;3.5
208;0.9378;3.5;3
209;1;3.5;4
210;1;3.5;4
211;0.8852;3.5;3
212;0.9908;3.5;4
213;1;3.5;4
214;0.8574;3.5;3
215;1;3.5;4
216;0.9866;3.5;4
217;0.7702;3.5;3
218;0.9944;3.5;4
219;0.9912;4;4
220;1;4;3.5
221;1;4;4.5
222;0.9922;4.5;4.5
223;1;4.5;4
224;1;4.5;5
225;0.9232;5;5
226;1;5;4.5
227;0.8548;5;5.5
228;0.9964;4.5;4.5
229;0.9856;4.5;4
230;0.987;4.5;5
231;0.9528;4.5;5
232;0.9666;4.5;4
233;0.8998;4.5;5
234;0.929;4;4
235;0.9564;4;3.5
236;0.9936;4;4.5
237;0.9988;4.5;4.5
238;0.9928;4.5;4
239;0.8638;4.5;5
240;0.97;4.5;5
241;1;4.5;4
242;0.9688;4.5;5
243;1;4;4
244;0.9452;4;3.5
245;0.9952;4;4.5
246;0.989;4;4.5
247;0.997;4;3.5
248;0.975;4;4.5
249;1;3.5;3.5
250;0.8102;3.5;3
251;0.9486;3.5;4
252;1;3.5;4
253;0.9492;3.5;3
254;1;3.5;4
255;0.9706;3.5;4
256;0.877;3.5;3
257;0.9792;3.5;4
258;0.976;4;4
259;1;4;3.5
260;0.9938;4;4.5
261;0.9866;3.5;3.5
262;0.873;3.5;3
263;0.8722;3.5;4
264;1;3.5;4
265;0.7684;3.5;3
266;0.8924;3.5;4
267;0.998;3.5;4
268;0.8514;3.5;3
269;0.953;3.5;4
270;0.9494;3.5;4
271;0.9246;3.5;3
272;1;3.5;4
273;0.9456;4;4
274;1;4;3.5
275;0.9626;4;4.5
276;0.9202;3.5;3.5
277;0.8398;3.5;3
278;0.9808;3.5;4
279;0.9786;4;4
280;0.964;4;3.5
281;0.993;4;4.5
282;0.8896;4.5;4.5
283;0.953;4.5;4
284;0.9596;4.5;5
285;0.953;5;5
286;0.9852;5;4.5
287;0.9434;5;5.5
288;0.9566;4.5;4.5
289;0.9586;4.5;4
290;0.841;4.5;5
291;0.8802;4;4
292;0.9238;4;3.5
293;0.9542;4;4.5
294;1;4.5;4.5
295;0.9418;4.5;4
296;1;4.5;5
297;0.9888;4.5;5
298;0.9532;4.5;4
299;0.8908;4.5;5
300;1;4.5;5
301;0.981;4.5;4
302;0.9032;4.5;5
303;0.982;4.5;5
304;1;4.5;4
305;0.891;4.5;5
306;1;4;4
307;0.9852;4;3.5
308;0.9958;4;4.5
309;0.9972;4;4.5
310;0.9496;4;3.5
311;1;4;4.5
312;0.9758;4.5;4.5
313;0.9598;4.5;4
314;0.9826;4.5;5
315;0.8524;5;5
316;1;5;4.5
317;0.8818;5;5.5
318;0.8524;4.5;4.5
319;0.9914;4.5;4
320;0.8544;4.5;5
321;0.9252;4;4
322;0.989;4;3.5
323;0.9962;4;4.5
324;0.9854;4.5;4.5
325;1;4.5;4
326;1;4.5;5
327;0.8958;5;5
328;1;5;4.5
329;0.8984;5;5.5
330;0.9704;4.5;4.5
331;0.9786;4.5;4
332;0.9844;4.5;5
333;0.9734;5;5
334;1;5;4.5
335;0.8276;5;5.5
336;1;4.5;4.5
337;0.9662;4.5;4
338;0.9196;4.5;5
339;0.923;4.5;5
340;1;4.5;4
341;0.9566;4.5;5
342;0.9956;4;4
343;1;4;3.5
344;0.9242;4;4.5
345;0.912;3.5;3.5
346;0.9408;3.5;3
347;0.984;3.5;4
348;1;4;4
349;0.9878;4;3.5
350;1;4;4.5
351;0.9562;4;4.5
352;0.986;4;3.5
353;1;4;4.5
354;0.9884;4.5;4.5
355;1;4.5;4
356;0.8106;4.5;5
357;0.9484;4;4
358;1;4;3.5
359;0.973;4;4.5
360;1;3.5;3.5
361;0.771;3.5;3
362;1;3.5;4
363;0.9646;3.5;4
364;0.8764;3.5;3
365;1;3.5;4
366;0.976;4;4
367;0.9464;4;3.5
368;1;4;4.5
369;0.987;4.5;4.5
370;0.9396;4.5;4
371;0.9848;4.5;5
372;0.9936;4.5;5
373;0.9544;4.5;4
374;0.8216;4.5;5
375;0.8902;4.5;5
376;0.8932;4.5;4
377;0.832;4.5;5
378;0.9682;4;4
379;0.9762;4;3.5
380;0.9706;4;4.5
381;0.9884;3.5;3.5
382;0.8866;3.5;3
383;1;3.5;4
384;0.9488;4;4
385;0.9802;4;3.5
386;0.9144;4;4.5
387;0.9204;3.5;3.5
388;0.8722;3.5;3
389;1;3.5;4
390;0.9382;4;4
391;1;4;3.5
392;1;4;4.5
393;0.9424;4.5;4.5
394;0.909;4.5;4
395;0.9096;4.5;5
396;0.9754;4.5;5
397;1;4.5;4
398;0.909;4.5;5
399;0.9694;4;4
400;1;4;3.5
401;0.9818;4;4.5
402;0.9926;3.5;3.5
403;0.598;3.5;3
404;0.95;3.5;4
405;0.9226;3.5;4
406;0.9064;3.5;3
407;1;3.5;4
408;1;4;4
409;0.8984;4;3.5
410;0.9962;4;4.5
411;0.9354;4;4.5
412;1;4;3.5
413;0.9836;4;4.5
414;0.899;3.5;3.5
415;0.9138;3.5;3
416;0.9416;3.5;4
417;0.9582;4;4
418;0.9804;4;3.5
419;0.8888;4;4.5
420;1;3.5;3.5
421;0.963;3.5;3
422;1;3.5;4
423;0.9772;3.5;4
424;0.9844;3.5;3
425;0.9532;3.5;4
426;0.8456;3;3
427;0.6158;3;2.5
428;1;3;3.5
429;0.9562;3.5;3.5
430;0.862;3.5;3
431;1;3.5;4
432;0.9788;4;4
433;0.9922;4;3.5
434;0.993;4;4.5
435;0.9858;4.5;4.5
436;0.9394;4.5;4
437;0.876;4.5;5
438;0.9378;4.5;5
439;0.9298;4.5;4
440;0.9364;4.5;5
441;0.9542;4.5;5
442;0.9798;4.5;4
443;0.9386;4.5;5
444;0.9854;4;4
445;1;4;3.5
446;0.9678;4;4.5
447;0.9862;3.5;3.5
448;0.777;3.5;3
449;1;3.5;4
450;0.9108;4;4
451;0.9224;4;3.5
452;1;4;4.5
453;1;4.5;4.5
454;0.9504;4.5;4
455;0.9582;4.5;5
456;1;4.5;5
457;0.9694;4.5;4
458;0.911;4.5;5
459;1;4.5;5
460;1;4.5;4
461;0.8118;4.5;5
462;0.986;4.5;5
463;0.982;4.5;4
464;0.936;4.5;5
465;0.875;4.5;5
466;0.9876;4.5;4
467;0.9508;4.5;5
468;1;4;4
469;0.9186;4;3.5
470;1;4;4.5
471;1;4;4.5
472;0.7924;4;3.5
473;0.9496;4;4.5
474;0.9922;4;4.5
475;0.8904;4;3.5
476;1;4;4.5
477;0.9834;4.5;4.5
478;0.9506;4.5;4
479;0.8552;4.5;5
480;0.9842;4.5;5
481;0.959;4.5;4
482;1;4.5;5
483;0.9754;5;5
484;0.9752;5;4.5
485;0.935;5;5.5
486;0.9652;5;5.5
487;0.9872;5;4.5
488;0.8658;5;5.5
489;0.9868;4.5;4.5
490;0.9488;4.5;4
491;1;4.5;5
492;0.8824;5;5
493;1;5;4.5
494;0.8098;5;5.5
495;0.8794;4.5;4.5
496;0.9916;4.5;4
497;1;4.5;5
498;1;5;5
499;1;5;4.5
500;0.8;5;5.5
501;0.9358;5;5.5
502;0.8746;5;4.5
503;0.8764;5;5.5
504;0.8618;5;5.5
505;0.9232;5;4.5
506;1;5;5.5
507;0.8982;5.5;5.5
508;0.8842;5.5;5
509;0.8958;5.5;6
510;0.825;5.5;6
511;0.9182;5.5;5
512;0.8148;5.5;6
513;0.9604;5;5
514;0.9812;5;4.5
515;0.914;5;5.5
516;0.9258;4.5;4.5
517;1;4.5;4
518;0.9778;4.5;5
519;0.9606;4;4
520;0.9724;4;3.5
521;0.979;4;4.5
522;0.939;4.5;4.5
523;1;4.5;4
524;0.8436;4.5;5
525;0.9858;4;4
526;0.85;4;3.5
527;0.9662;4;4.5
528;0.9868;4;4.5
529;0.8716;4;3.5
530;0.96;4;4.5
531;0.9418;4;4.5
532;0.9916;4;3.5
533;1;4;4.5
534;1;4.5;4.5
535;0.955;4.5;4
536;0.9688;4.5;5
537;0.8334;4.5;5
538;0.9622;4.5;4
539;0.773;4.5;5
540;1;4;4
541;0.9692;4;3.5
542;1;4;4.5
543;1;4;4.5
544;0.9796;4;3.5
545;0.95;4;4.5
546;0.985;4;4.5
547;0.876;4;3.5
548;0.929;4;4.5
549;0.9722;4;4.5
550;0.9706;4;3.5
551;0.9348;4;4.5
552;1;4;4.5
553;0.955;4;3.5
554;1;4;4.5
555;0.9698;4;4.5
556;0.936;4;3.5
557;0.9934;4;4.5
558;0.9774;4.5;4.5
559;1;4.5;4
560;0.8928;4.5;5
561;0.9564;4;4
562;0.9756;4;3.5
563;0.9724;4;4.5
564;0.984;3.5;3.5
565;0.866;3.5;3
566;1;3.5;4
567;1;4;4
568;0.9942;4;3.5
569;0.9974;4;4.5
570;0.9656;4;4.5
571;0.8368;4;3.5
572;1;4;4.5
573;1;4.5;4.5
574;1;4.5;4
575;0.9468;4.5;5
576;0.9054;4.5;5
577;1;4.5;4
578;0.9248;4.5;5
579;0.9796;4;4
580;0.9562;4;3.5
581;0.9924;4;4.5
582;0.99;4.5;4.5
583;0.9572;4.5;4
584;0.968;4.5;5
585;0.9286;4.5;5
586;0.9646;4.5;4
587;0.8112;4.5;5
588;0.884;4;4
589;0.9254;4;3.5
590;1;4;4.5
591;0.9524;4.5;4.5
592;0.909;4.5;4
593;0.9412;4.5;5
594;0.935;4.5;5
595;0.9098;4.5;4
596;1;4.5;5
597;0.9482;5;5
598;0.9222;5;4.5
599;0.8382;5;5.5
600;0.9538;5;5.5
601;0.9884;5;4.5
602;0.8908;5;5.5
603;1;4.5;4.5
604;0.9374;4.5;4
605;0.9392;4.5;5
606;1;4.5;5
607;1;4.5;4
608;0.9722;4.5;5
609;1;4.5;5
610;1;4.5;4
611;0.9374;4.5;5
612;0.9854;4.5;5
613;0.91;4.5;4
614;0.9138;4.5;5
615;0.8994;4.5;5
616;0.9892;4.5;4
617;0.9758;4.5;5
618;0.9934;4;4
619;0.9614;4;3.5
620;0.9716;4;4.5
621;1;4;4.5
622;0.9914;4;3.5
623;1;4;4.5
624;0.9778;4;4.5
625;0.949;4;3.5
626;0.9702;4;4.5
627;0.9888;4;4.5
628;0.918;4;3.5
629;0.9848;4;4.5
630;0.9562;4;4.5
631;0.9312;4;3.5
632;1;4;4.5
633;0.9582;4.5;4.5
634;0.9366;4.5;4
635;0.9712;4.5;5
636;0.91;5;5
637;1;5;4.5
638;0.9034;5;5.5
639;1;4.5;4.5
640;0.9894;4.5;4
641;0.9584;4.5;5
642;0.9894;4.5;5
643;0.9752;4.5;4
644;1;4.5;5
645;0.9838;5;5
646;0.9258;5;4.5
647;0.7788;5;5.5
648;0.8546;5;5.5
649;0.9884;5;4.5
650;0.8238;5;5.5
651;1;4.5;4.5
652;1;4.5;4
653;0.9416;4.5;5
654;0.921;4.5;5
655;0.9506;4.5;4
656;0.8724;4.5;5
657;0.9886;4;4
658;0.9858;4;3.5
659;0.945;4;4.5
660;1;4;4.5
661;1;4;3.5
662;0.996;4;4.5
663;0.9864;4;4.5
664;0.9958;4;3.5
665;0.9918;4;4.5
666;1;3.5;3.5
667;0.7558;3.5;3
668;0.8736;3.5;4
669;1;3.5;4
670;0.81;3.5;3
671;0.9176;3.5;4
672;0.957;3.5;4
673;0.822;3.5;3
674;1;3.5;4
675;1;4;4
676;0.969;4;3.5
677;1;4;4.5
678;1;4;4.5
679;0.942;4;3.5
680;0.9368;4;4.5
681;0.9816;4;4.5
682;0.961;4;3.5
683;0.9838;4;4.5
684;0.9198;4.5;4.5
685;0.9858;4.5;4
686;1;4.5;5
687;0.9852;5;5
688;0.9932;5;4.5
689;0.9394;5;5.5
690;1;4.5;4.5
691;0.8028;4.5;4
692;0.9222;4.5;5
693;0.931;4.5;5
694;0.9712;4.5;4
695;0.972;4.5;5
696;0.8728;5;5
697;0.9658;5;4.5
698;0.7476;5;5.5
699;0.9614;4.5;4.5
700;0.9692;4.5;4
701;0.862;4.5;5
702;1;4;4
703;0.909;4;3.5
704;0.9784;4;4.5
705;1;4;4.5
706;0.995;4;3.5
707;0.9868;4;4.5
708;1;4;4.5
709;0.901;4;3.5
710;1;4;4.5
711;1;4;4.5
712;1;4;3.5
713;1;4;4.5
714;1;4;4.5
715;0.9058;4;3.5
716;1;4;4.5
717;1;4;4.5
718;0.9706;4;3.5
719;1;4;4.5
720;0.9926;4;4.5
721;1;4;3.5
722;0.9722;4;4.5
723;0.906;3.5;3.5
724;0.9402;3.5;3
725;0.9236;3.5;4
726;0.8708;3;3
727;0.742;3;2.5
728;1;3;3.5
729;1;3.5;3.5
730;0.7886;3.5;3
731;1;3.5;4
732;1;3.5;4
733;0.792;3.5;3
734;0.957;3.5;4
735;1;3.5;4
736;0.7954;3.5;3
737;0.9766;3.5;4
738;0.96;3.5;4
739;0.8266;3.5;3
740;0.9488;3.5;4
741;1;3.5;4
742;0.9666;3.5;3
743;0.9932;3.5;4
744;0.9964;3.5;4
745;0.8162;3.5;3
746;0.9142;3.5;4
747;0.8794;3.5;4
748;0.7916;3.5;3
749;0.979;3.5;4
750;0.9312;4;4
751;0.9624;4;3.5
752;1;4;4.5
753;0.9438;4.5;4.5
754;1;4.5;4
755;0.8536;4.5;5
756;0.9112;4;4
757;0.9058;4;3.5
758;0.9606;4;4.5
759;0.8764;4.5;4.5
760;1;4.5;4
761;0.9596;4.5;5
762;0.8478;4;4
763;0.9606;4;3.5
764;0.8636;4;4.5
765;1;3.5;3.5
766;0.7118;3.5;3
767;0.9422;3.5;4
768;0.9798;3.5;4
769;0.9032;3.5;3
770;0.9484;3.5;4
771;1;3.5;4
772;0.7712;3.5;3
773;0.959;3.5;4
774;0.9758;3.5;4
775;0.7794;3.5;3
776;0.9684;3.5;4
777;0.9866;3.5;4
778;0.9542;3.5;3
779;1;3.5;4
780;0.9102;4;4
781;1;4;3.5
782;1;4;4.5
783;0.9666;4.5;4.5
784;0.9846;4.5;4
785;0.8988;4.5;5
786;0.898;4;4
787;0.9868;4;3.5
788;0.9852;4;4.5
789;0.8414;3.5;3.5
790;0.8274;3.5;3
791;0.9782;3.5;4
792;0.9846;4;4
793;0.985;4;3.5
794;0.9968;4;4.5
795;0.9806;4.5;4.5
796;0.9608;4.5;4
797;0.88;4.5;5
798;0.9036;4.5;5
799;0.9516;4.5;4
800;0.9352;4.5;5
801;0.8754;4;4
802;0.9736;4;3.5
803;0.9532;4;4.5
804;0.8534;3.5;3.5
805;0.714;3.5;3
806;0.9834;3.5;4
807;1;4;4
808;0.9558;4;3.5
809;0.9554;4;4.5
810;1;4;4.5
811;0.961;4;3.5
812;0.9612;4;4.5
813;1;4;4.5
814;0.9688;4;3.5
815;0.9942;4;4.5
816;0.958;4;4.5
817;0.9938;4;3.5
818;0.9734;4;4.5
819;0.9548;3.5;3.5
820;0.9182;3.5;3
821;0.935;3.5;4
822;1;3.5;4
823;0.9042;3.5;3
824;0.9622;3.5;4
825;0.9768;3.5;4
826;0.7808;3.5;3
827;0.9492;3.5;4
828;0.9948;3.5;4
829;0.8972;3.5;3
830;0.9902;3.5;4
831;0.9774;3.5;4
832;0.8258;3.5;3
833;0.922;3.5;4
834;0.9076;3.5;4
835;0.8294;3.5;3
836;0.968;3.5;4
837;0.9678;4;4
838;0.9916;4;3.5
839;1;4;4.5
840;0.9866;4.5;4.5
841;1;4.5;4
842;0.8964;4.5;5
843;0.8722;4;4
844;0.9858;4;3.5
845;0.997;4;4.5
846;0.9432;4.5;4.5
847;0.9122;4.5;4
848;0.8638;4.5;5
849;0.9738;4.5;5
850;1;4.5;4
851;0.9044;4.5;5
852;0.8704;4;4
853;0.9774;4;3.5
854;1;4;4.5
855;0.958;4.5;4.5
856;1;4.5;4
857;0.8802;4.5;5
858;0.9804;4;4
859;0.9056;4;3.5
860;0.9708;4;4.5
861;0.8722;4;4.5
862;0.929;4;3.5
863;0.9918;4;4.5
864;1;4.5;4.5
865;1;4.5;4
866;0.8534;4.5;5
867;0.9532;4.5;5
868;1;4.5;4
869;0.9748;4.5;5
870;0.9696;4;4
871;0.9582;4;3.5
872;1;4;4.5
873;0.9276;4.5;4.5
874;1;4.5;4
875;1;4.5;5
876;0.9852;5;5
877;1;5;4.5
878;0.8598;5;5.5
879;0.8732;4.5;4.5
880;1;4.5;4
881;0.9192;4.5;5
882;1;4;4
883;0.9782;4;3.5
884;0.9758;4;4.5
885;0.9906;4;4.5
886;1;4;3.5
887;1;4;4.5
888;0.9362;4.5;4.5
889;0.9468;4.5;4
890;0.9618;4.5;5
891;0.9928;5;5
892;0.9702;5;4.5
893;0.8778;5;5.5
894;0.844;5;5.5
895;0.9434;5;4.5
896;0.8754;5;5.5
897;0.9866;4.5;4.5
898;0.9336;4.5;4
899;0.9686;4.5;5
900;0.9224;4.5;5
901;1;4.5;4
902;0.8752;4.5;5
903;0.9464;4;4
904;0.9594;4;3.5
905;0.891;4;4.5
906;0.9512;3.5;3.5
907;0.8532;3.5;3
908;0.9974;3.5;4
909;0.9796;4;4
910;0.9904;4;3.5
911;0.9454;4;4.5
912;0.9692;3.5;3.5
913;0.9048;3.5;3
914;0.9664;3.5;4
915;1;3.5;4
916;0.9446;3.5;3
917;0.9488;3.5;4
918;0.917;3.5;4
919;0.712;3.5;3
920;0.9762;3.5;4
921;0.997;4;4
922;0.9928;4;3.5
923;0.891;4;4.5
924;0.9768;4;4.5
925;1;4;3.5
926;0.9514;4;4.5
927;0.9892;3.5;3.5
928;0.9098;3.5;3
929;0.9774;3.5;4
930;0.9692;3.5;4
931;0.8898;3.5;3
932;0.9508;3.5;4
933;1;3.5;4
934;0.956;3.5;3
935;1;3.5;4
936;1;3.5;4
937;0.8296;3.5;3
938;0.948;3.5;4
939;0.9454;3.5;4
940;0.857;3.5;3
941;0.9948;3.5;4
942;0.9656;4;4
943;0.9606;4;3.5
944;0.9232;4;4.5
945;0.9922;4;4.5
946;0.9492;4;3.5
947;1;4;4.5
948;1;4.5;4.5
949;0.9624;4.5;4
950;0.9822;4.5;5
951;0.9064;4.5;5
952;0.9804;4.5;4
953;0.9962;4.5;5
954;0.9332;5;5
955;0.986;5;4.5
956;0.8472;5;5.5
957;0.887;4.5;4.5
958;0.942;4.5;4
959;0.8844;4.5;5
960;0.9268;4;4
961;0.9502;4;3.5
962;0.9376;4;4.5
963;1;3.5;3.5
964;0.727;3.5;3
965;1;3.5;4
966;0.9332;3.5;4
967;0.9466;3.5;3
968;1;3.5;4
969;0.9936;4;4
970;0.9634;4;3.5
971;1;4;4.5
972;1;4.5;4.5
973;0.9856;4.5;4
974;0.9862;4.5;5
975;0.872;4.5;5
976;0.9566;4.5;4
977;0.9444;4.5;5
978;0.9258;4;4
979;0.8916;4;3.5
980;0.8744;4;4.5
981;0.8654;4;4.5
982;0.86;4;3.5
983;0.964;4;4.5
984;0.9474;4.5;4.5
985;0.9294;4.5;4
986;0.9406;4.5;5
987;1;4.5;5
988;0.9658;4.5;4
989;0.9384;4.5;5
990;0.9862;4.5;5
991;0.914;4.5;4
992;1;4.5;5
993;0.9812;5;5
994;0.979;5;4.5
995;0.969;5;5.5
996;0.781;5;5.5
997;0.9856;5;4.5
998;0.8504;5;5.5
999;0.9842;4.5;4.5
