epoch;accuracy;s;s_temp
280;0.8904;9;8.5
281;0.7732;9;9.5
282;0.872;8.5;8.5
283;0.9234;8.5;8
284;0.8696;8.5;9
285;0.8322;8;8
286;0.8432;8;7.5
287;0.7744;8;8.5
288;0.8618;7.5;7.5
289;0.8364;7.5;7
290;0.8286;7.5;8
291;0.8564;7.5;8
292;0.8164;7.5;7
293;0.9006;7.5;8
294;0.855;8;8
295;0.8898;8;7.5
296;0.8056;8;8.5
297;0.8136;7.5;7.5
298;0.8782;7.5;7
299;0.7996;7.5;8
300;0.8226;7;7
301;0.6918;7;6.5
302;0.784;7;7.5
303;0.8432;7;7.5
304;0.9154;7;6.5
305;0.8562;7;7.5
306;0.9418;6.5;6.5
307;0.8232;6.5;6
308;0.8364;6.5;7
309;0.783;6.5;7
310;0.8464;6.5;6
311;0.846;6.5;7
312;0.737;6;6
313;0.8466;6;5.5
314;0.832;6;6.5
315;0.9512;5.5;5.5
316;0.8828;5.5;5
317;0.7904;5.5;6
318;0.8256;5.5;6
319;0.972;5.5;5
320;0.8048;5.5;6
321;1;5;5
322;0.7962;5;4.5
323;0.9732;5;5.5
324;0.8098;5;5.5
325;0.8358;5;4.5
326;0.951;5;5.5
327;0.9538;5.5;5.5
328;0.9568;5.5;5
329;0.8936;5.5;6
330;0.9076;5;5
331;0.9378;5;4.5
332;0.967;5;5.5
333;0.9502;5.5;5.5
334;0.8872;5.5;5
335;0.7294;5.5;6
336;0.8008;5.5;6
337;0.9652;5.5;5
338;0.8368;5.5;6
339;0.9578;5;5
340;1;5;4.5
341;0.738;5;5.5
342;0.9722;4.5;4.5
343;0.8324;4.5;4
344;0.9118;4.5;5
345;0.9132;4.5;5
346;0.8442;4.5;4
347;0.9342;4.5;5
348;0.859;5;5
349;1;5;4.5
350;0.8702;5;5.5
351;0.9356;4.5;4.5
352;0.8736;4.5;4
353;0.9236;4.5;5
354;0.9242;4.5;5
355;0.946;4.5;4
356;0.9298;4.5;5
357;0.982;4;4
358;0.8304;4;3.5
359;0.7424;4;4.5
360;0.9926;4;4.5
361;0.8958;4;3.5
362;1;4;4.5
363;0.8944;4.5;4.5
364;0.8712;4.5;4
365;0.897;4.5;5
366;0.9718;5;5
367;0.9494;5;4.5
368;0.7818;5;5.5
369;0.8512;5;5.5
370;0.918;5;4.5
371;0.8216;5;5.5
372;0.9042;4.5;4.5
373;0.9348;4.5;4
374;1;4.5;5
375;1;5;5
376;0.9866;5;4.5
377;0.9922;5;5.5
378;0.726;5;5.5
379;0.9372;5;4.5
380;0.879;5;5.5
381;1;4.5;4.5
382;0.8698;4.5;4
383;0.7954;4.5;5
384;0.9894;4.5;5
385;0.9386;4.5;4
386;0.9052;4.5;5
387;0.9408;4.5;5
388;0.8042;4.5;4
389;1;4.5;5
390;0.8156;5;5
391;0.951;5;4.5
392;0.9022;5;5.5
393;0.8544;4.5;4.5
394;0.8884;4.5;4
395;0.967;4.5;5
396;0.8402;5;5
397;0.8068;5;4.5
398;0.8668;5;5.5
399;0.757;5.5;5.5
400;0.951;5.5;5
401;0.784;5.5;6
402;0.853;5;5
403;0.9792;5;4.5
404;0.8494;5;5.5
405;0.9702;4.5;4.5
406;0.9402;4.5;4
407;0.988;4.5;5
408;0.9466;5;5
409;0.7792;5;4.5
410;0.9452;5;5.5
411;0.9372;5;5.5
412;1;5;4.5
413;0.831;5;5.5
414;0.977;4.5;4.5
415;0.94;4.5;4
416;0.8012;4.5;5
417;0.9108;4.5;5
418;0.9042;4.5;4
419;0.9524;4.5;5
420;1;5;5
421;0.9316;5;4.5
422;0.7186;5;5.5
423;0.775;5;5.5
424;0.9412;5;4.5
425;1;5;5.5
426;0.8306;5.5;5.5
427;0.87;5.5;5
428;0.8182;5.5;6
429;0.9662;5;5
430;0.9546;5;4.5
431;0.8446;5;5.5
432;0.936;5;5.5
433;0.8538;5;4.5
434;0.865;5;5.5
435;0.8276;5;5.5
436;0.9412;5;4.5
437;0.8552;5;5.5
438;0.8592;4.5;4.5
439;0.8468;4.5;4
440;0.9536;4.5;5
441;0.8252;5;5
442;0.9698;5;4.5
443;0.8544;5;5.5
444;0.97;4.5;4.5
445;1;4.5;4
446;0.9658;4.5;5
447;0.9186;4;4
448;0.873;4;3.5
449;0.9674;4;4.5
450;0.8176;4.5;4.5
451;0.8736;4.5;4
452;0.8828;4.5;5
453;1;5;5
454;0.9834;5;4.5
455;0.9654;5;5.5
456;0.9368;5;5.5
457;0.9598;5;4.5
458;0.8272;5;5.5
459;0.9342;4.5;4.5
460;0.9354;4.5;4
461;0.9004;4.5;5
462;0.9944;4;4
463;0.8952;4;3.5
464;0.9664;4;4.5
465;0.925;4;4.5
466;0.9772;4;3.5
467;1;4;4.5
468;0.9678;4.5;4.5
469;0.9576;4.5;4
470;0.8442;4.5;5
471;0.9278;4.5;5
472;0.8342;4.5;4
473;1;4.5;5
474;1;5;5
475;0.9134;5;4.5
476;0.8502;5;5.5
477;0.8314;5;5.5
478;0.953;5;4.5
479;0.8812;5;5.5
480;0.969;4.5;4.5
481;1;4.5;4
482;0.937;4.5;5
483;0.8736;4;4
484;0.9336;4;3.5
485;0.9618;4;4.5
486;0.946;4.5;4.5
487;0.7864;4.5;4
488;0.9032;4.5;5
489;0.9722;4.5;5
490;0.9328;4.5;4
491;0.8182;4.5;5
492;0.9062;4.5;5
493;0.9766;4.5;4
494;0.9066;4.5;5
495;0.971;4;4
496;0.9858;4;3.5
497;0.963;4;4.5
498;0.953;3.5;3.5
499;0.6536;3.5;3
500;1;3.5;4
501;0.9444;4;4
502;0.924;4;3.5
503;1;4;4.5
504;1;4.5;4.5
505;0.9976;4.5;4
506;0.8214;4.5;5
507;0.9804;4.5;5
508;0.9972;4.5;4
509;0.9986;4.5;5
510;0.964;5;5
511;0.9644;5;4.5
512;0.9408;5;5.5
513;0.984;4.5;4.5
514;0.9932;4.5;4
515;0.857;4.5;5
516;0.9894;4;4
517;0.8216;4;3.5
518;0.9886;4;4.5
519;0.9682;4;4.5
520;0.9198;4;3.5
521;0.9726;4;4.5
522;1;4.5;4.5
523;1;4.5;4
524;0.9034;4.5;5
525;0.9662;4.5;5
526;1;4.5;4
527;1;4.5;5
528;0.9422;5;5
529;1;5;4.5
530;0.9402;5;5.5
531;0.977;4.5;4.5
532;0.9974;4.5;4
533;0.9136;4.5;5
534;0.9938;4;4
535;0.981;4;3.5
536;1;4;4.5
537;0.9208;4.5;4.5
538;1;4.5;4
539;0.9694;4.5;5
540;0.8404;4;4
541;0.9928;4;3.5
542;0.9916;4;4.5
543;0.9008;3.5;3.5
544;0.8786;3.5;3
545;0.9108;3.5;4
546;1;4;4
547;0.9918;4;3.5
548;1;4;4.5
549;1;4;4.5
550;1;4;3.5
551;0.9714;4;4.5
552;0.9184;4;4.5
553;0.9486;4;3.5
554;0.9838;4;4.5
555;0.906;4.5;4.5
556;0.9158;4.5;4
557;0.938;4.5;5
558;0.9954;5;5
559;1;5;4.5
560;0.969;5;5.5
561;1;4.5;4.5
562;0.953;4.5;4
563;0.9002;4.5;5
564;0.906;4.5;5
565;0.985;4.5;4
566;0.9994;4.5;5
567;1;5;5
568;0.993;5;4.5
569;0.8456;5;5.5
570;1;5;5.5
571;0.936;5;4.5
572;0.806;5;5.5
573;0.833;5;5.5
574;0.8862;5;4.5
575;0.8868;5;5.5
576;0.9934;5.5;5.5
577;0.984;5.5;5
578;0.8164;5.5;6
579;0.752;5.5;6
580;0.885;5.5;5
581;0.9136;5.5;6
582;0.8294;6;6
583;0.943;6;5.5
584;0.8878;6;6.5
585;1;5.5;5.5
586;0.776;5.5;5
587;0.9174;5.5;6
588;0.7322;5.5;6
589;1;5.5;5
590;0.891;5.5;6
591;1;5;5
592;0.8614;5;4.5
593;0.9642;5;5.5
594;1;5;5.5
595;1;5;4.5
596;0.981;5;5.5
597;0.8588;5;5.5
598;0.945;5;4.5
599;0.8992;5;5.5
600;1;4.5;4.5
601;0.9984;4.5;4
602;0.972;4.5;5
603;0.9954;4.5;5
604;1;4.5;4
605;1;4.5;5
606;1;5;5
607;0.9758;5;4.5
608;0.945;5;5.5
609;0.9082;5;5.5
610;0.9714;5;4.5
611;0.892;5;5.5
612;1;4.5;4.5
613;0.939;4.5;4
614;1;4.5;5
615;1;4.5;5
616;0.998;4.5;4
617;1;4.5;5
618;0.8862;4.5;5
619;0.9876;4.5;4
620;0.9662;4.5;5
621;0.9864;4;4
622;0.911;4;3.5
623;1;4;4.5
624;0.9074;4.5;4.5
625;0.9954;4.5;4
626;0.9202;4.5;5
627;0.9778;4;4
628;1;4;3.5
629;1;4;4.5
630;1;4.5;4.5
631;0.9768;4.5;4
632;0.973;4.5;5
633;0.9764;4.5;5
634;0.9708;4.5;4
635;0.938;4.5;5
636;0.9042;4.5;5
637;0.9844;4.5;4
638;0.908;4.5;5
639;0.9922;4;4
640;0.8328;4;3.5
641;0.8944;4;4.5
642;0.8384;4;4.5
643;0.9838;4;3.5
644;0.9172;4;4.5
645;0.9898;3.5;3.5
646;0.8076;3.5;3
647;0.9476;3.5;4
648;1;3.5;4
649;0.6868;3.5;3
650;0.9942;3.5;4
651;0.8834;3.5;4
652;0.8154;3.5;3
653;0.9776;3.5;4
654;0.9384;4;4
655;0.9712;4;3.5
656;1;4;4.5
657;0.9822;4.5;4.5
658;0.9598;4.5;4
659;1;4.5;5
660;0.8836;5;5
661;0.8522;5;4.5
662;0.8768;5;5.5
663;1;5;5.5
664;1;5;4.5
665;0.807;5;5.5
666;0.8658;5;5.5
667;1;5;4.5
668;0.9766;5;5.5
669;0.984;4.5;4.5
670;0.9462;4.5;4
671;1;4.5;5
672;0.992;5;5
673;0.9804;5;4.5
674;0.8086;5;5.5
675;0.9416;5;5.5
676;1;5;4.5
677;0.8316;5;5.5
678;0.9856;4.5;4.5
679;0.9842;4.5;4
680;0.9272;4.5;5
681;0.894;4.5;5
682;1;4.5;4
683;0.9476;4.5;5
684;0.9526;4;4
685;0.9232;4;3.5
686;0.9466;4;4.5
687;0.9762;4;4.5
688;0.9438;4;3.5
689;0.916;4;4.5
690;0.967;4;4.5
691;0.9422;4;3.5
692;0.9574;4;4.5
693;0.9814;4;4.5
694;0.8952;4;3.5
695;0.9702;4;4.5
696;0.9976;4;4.5
697;0.9784;4;3.5
698;0.9446;4;4.5
699;0.9878;4;4.5
700;0.9508;4;3.5
701;0.9614;4;4.5
702;0.986;4;4.5
703;0.9324;4;3.5
704;1;4;4.5
705;0.968;4.5;4.5
706;0.7628;4.5;4
707;0.9866;4.5;5
708;0.9482;5;5
709;0.974;5;4.5
710;0.9316;5;5.5
711;0.9436;4.5;4.5
712;0.9316;4.5;4
713;0.9952;4.5;5
714;0.878;5;5
715;1;5;4.5
716;0.9514;5;5.5
717;0.9782;4.5;4.5
718;1;4.5;4
719;0.9484;4.5;5
720;0.9632;4;4
721;0.9886;4;3.5
722;1;4;4.5
723;1;4.5;4.5
724;0.9132;4.5;4
725;1;4.5;5
726;0.9674;4.5;5
727;0.9882;4.5;4
728;0.9674;4.5;5
729;0.995;4;4
730;0.9894;4;3.5
731;1;4;4.5
732;0.9886;4.5;4.5
733;0.9924;4.5;4
734;1;4.5;5
735;0.9118;5;5
736;0.986;5;4.5
737;0.9566;5;5.5
738;0.9598;4.5;4.5
739;0.9838;4.5;4
740;0.9798;4.5;5
741;0.8724;4;4
742;0.9836;4;3.5
743;0.9066;4;4.5
744;1;3.5;3.5
745;0.9076;3.5;3
746;1;3.5;4
747;0.9214;3.5;4
748;0.9392;3.5;3
749;0.86;3.5;4
750;0.961;3;3
751;0.7186;3;2.5
752;0.9784;3;3.5
753;0.8766;3.5;3.5
754;0.6096;3.5;3
755;0.9672;3.5;4
756;0.9756;4;4
757;0.9436;4;3.5
758;0.999;4;4.5
759;0.9576;4.5;4.5
760;0.9754;4.5;4
761;0.9462;4.5;5
762;0.9878;4;4
763;0.972;4;3.5
764;0.9932;4;4.5
765;0.9856;4.5;4.5
766;0.941;4.5;4
767;0.9522;4.5;5
768;0.9384;4.5;5
769;0.9896;4.5;4
770;0.9148;4.5;5
771;0.9422;4;4
772;0.9776;4;3.5
773;1;4;4.5
774;1;4.5;4.5
775;0.9528;4.5;4
776;0.9376;4.5;5
777;0.9466;4.5;5
778;0.9792;4.5;4
779;0.9818;4.5;5
780;0.783;5;5
781;0.9628;5;4.5
782;0.6924;5;5.5
783;1;4.5;4.5
784;0.9938;4.5;4
785;0.9648;4.5;5
786;1;4.5;5
787;0.9904;4.5;4
788;0.9336;4.5;5
789;1;4.5;5
790;0.964;4.5;4
791;1;4.5;5
792;0.959;4.5;5
793;0.982;4.5;4
794;1;4.5;5
795;0.9172;5;5
796;1;5;4.5
797;1;5;5.5
798;0.984;5.5;5.5
799;0.9432;5.5;5
800;0.9066;5.5;6
801;0.805;5.5;6
802;0.9564;5.5;5
803;0.8896;5.5;6
804;0.9608;5;5
805;1;5;4.5
806;0.8836;5;5.5
807;0.9534;4.5;4.5
808;0.9848;4.5;4
809;0.8924;4.5;5
810;0.9686;4;4
811;0.8664;4;3.5
812;0.941;4;4.5
813;1;4;4.5
814;0.871;4;3.5
815;0.882;4;4.5
816;1;4;4.5
817;0.9982;4;3.5
818;0.9082;4;4.5
819;0.998;4;4.5
820;0.9692;4;3.5
821;0.971;4;4.5
822;0.931;4;4.5
823;0.9302;4;3.5
824;1;4;4.5
825;0.9968;4.5;4.5
826;1;4.5;4
827;0.9712;4.5;5
828;0.9706;4;4
829;1;4;3.5
830;0.9674;4;4.5
831;1;3.5;3.5
832;0.8344;3.5;3
833;0.9312;3.5;4
834;0.9758;3.5;4
835;0.8676;3.5;3
836;1;3.5;4
837;0.9682;4;4
838;0.968;4;3.5
839;0.7692;4;4.5
840;0.9638;4;4.5
841;0.9758;4;3.5
842;0.9984;4;4.5
843;0.9838;4.5;4.5
844;0.8756;4.5;4
845;0.7424;4.5;5
846;0.9684;4.5;5
847;0.9622;4.5;4
848;0.9034;4.5;5
849;0.8154;4.5;5
850;0.9846;4.5;4
851;0.96;4.5;5
852;0.9238;4;4
853;0.875;4;3.5
854;0.985;4;4.5
855;1;4.5;4.5
856;0.9858;4.5;4
857;1;4.5;5
858;0.9794;4.5;5
859;1;4.5;4
860;0.868;4.5;5
861;0.9724;4;4
862;0.8902;4;3.5
863;0.991;4;4.5
864;0.9628;4.5;4.5
865;0.9728;4.5;4
866;0.918;4.5;5
867;0.9208;4;4
868;0.9724;4;3.5
869;0.98;4;4.5
870;0.9748;4.5;4.5
871;0.995;4.5;4
872;1;4.5;5
873;0.9962;5;5
874;0.985;5;4.5
875;0.9562;5;5.5
876;0.7014;5;5.5
877;0.905;5;4.5
878;0.8354;5;5.5
879;0.9636;4.5;4.5
880;0.9618;4.5;4
881;0.8066;4.5;5
882;0.9594;4.5;5
883;0.981;4.5;4
884;0.986;4.5;5
885;0.9906;5;5
886;0.9496;5;4.5
887;0.8206;5;5.5
888;0.854;5;5.5
889;0.9396;5;4.5
890;0.7462;5;5.5
891;0.9024;4.5;4.5
892;0.921;4.5;4
893;0.8378;4.5;5
894;0.9116;4;4
895;0.784;4;3.5
896;0.8928;4;4.5
897;0.9838;4;4.5
898;0.9142;4;3.5
899;0.9946;4;4.5
900;0.8254;4.5;4.5
901;0.9964;4.5;4
902;0.9958;4.5;5
903;0.9694;4;4
904;0.9358;4;3.5
905;0.9462;4;4.5
906;0.9918;4;4.5
907;0.902;4;3.5
908;0.9794;4;4.5
909;0.9306;4;4.5
910;1;4;3.5
911;1;4;4.5
912;0.985;4.5;4.5
913;0.9862;4.5;4
914;0.9536;4.5;5
915;0.9536;4;4
916;0.9832;4;3.5
917;0.9952;4;4.5
918;0.9856;4.5;4.5
919;0.94;4.5;4
920;0.9396;4.5;5
921;0.9594;4.5;5
922;0.9774;4.5;4
923;0.9804;4.5;5
924;0.9536;5;5
925;1;5;4.5
926;0.9346;5;5.5
927;1;4.5;4.5
928;0.9916;4.5;4
929;0.913;4.5;5
930;0.9022;4.5;5
931;0.9506;4.5;4
932;0.9934;4.5;5
933;0.9744;5;5
934;1;5;4.5
935;0.8432;5;5.5
936;1;4.5;4.5
937;0.9724;4.5;4
938;0.8288;4.5;5
939;0.8874;4.5;5
940;0.9984;4.5;4
941;0.9134;4.5;5
942;0.9174;4;4
943;0.9842;4;3.5
944;0.9838;4;4.5
945;0.992;3.5;3.5
946;0.6652;3.5;3
947;0.9824;3.5;4
948;0.9424;3.5;4
949;0.832;3.5;3
950;1;3.5;4
951;0.9518;4;4
952;1;4;3.5
953;0.9872;4;4.5
954;0.931;3.5;3.5
955;0.969;3.5;3
956;0.9528;3.5;4
957;0.8964;3;3
958;0.5786;3;2.5
959;0.9768;3;3.5
960;0.958;3.5;3.5
961;0.837;3.5;3
962;1;3.5;4
963;1;4;4
964;0.911;4;3.5
965;0.986;4;4.5
966;1;4;4.5
967;1;4;3.5
968;0.9052;4;4.5
969;1;4;4.5
970;1;4;3.5
971;1;4;4.5
972;0.9352;4;4.5
973;1;4;3.5
974;0.9294;4;4.5
975;0.9976;3.5;3.5
976;0.901;3.5;3
977;1;3.5;4
978;0.943;4;4
979;1;4;3.5
980;1;4;4.5
981;0.8882;4.5;4.5
982;1;4.5;4
983;0.9694;4.5;5
984;0.9694;4;4
985;0.9914;4;3.5
986;1;4;4.5
987;0.9702;4.5;4.5
988;1;4.5;4
989;1;4.5;5
990;0.995;5;5
991;0.9578;5;4.5
992;0.8386;5;5.5
993;0.7096;5;5.5
994;0.85;5;4.5
995;0.9552;5;5.5
996;0.848;5.5;5.5
997;0.966;5.5;5
998;0.7856;5.5;6
999;0.9728;5;5
